term,estimate,std.error,D,sim_scenaio
beta,1.23528656209444,0.0908819446182568,10,JPLP_sim
kappa,0.806855436918509,0.0581192954115982,10,JPLP_sim
R1_K[1],1.05092035860198,0.10361593325434,10,JPLP_sim
R1_K[2],0.244752594833724,0.0948177990570483,10,JPLP_sim
R1_K[3],0.195174655188884,0.047429582833445,10,JPLP_sim
mu0_true,0.152736217808345,0.295934556085391,10,JPLP_sim
sigma0,0.496090508542197,0.149201046102528,10,JPLP_sim
beta,1.19943799759799,0.0780293086347948,10,JPLP_sim
kappa,0.791701300965937,0.0502592498912617,10,JPLP_sim
R1_K[1],0.947562606754543,0.0853918589980181,10,JPLP_sim
R1_K[2],0.443287744040757,0.0836130419170085,10,JPLP_sim
R1_K[3],0.179996390029376,0.0355434459548552,10,JPLP_sim
mu0_true,-0.155405767580806,0.206694650710948,10,JPLP_sim
sigma0,0.604980081916647,0.204927191219152,10,JPLP_sim
beta,1.01485357545878,0.0880017036167488,10,JPLP_sim
kappa,0.913213674096009,0.054644806771041,10,JPLP_sim
R1_K[1],1.27983336699958,0.141207357407945,10,JPLP_sim
R1_K[2],0.350801268353162,0.098032017875451,10,JPLP_sim
R1_K[3],0.180639550685457,0.0676258776487741,10,JPLP_sim
mu0_true,0.522675751101502,0.289746059034653,10,JPLP_sim
sigma0,0.194004812665606,0.116923593686503,10,JPLP_sim
beta,1.20690771104604,0.104888566615354,10,JPLP_sim
kappa,0.842595055853398,0.0640771040638574,10,JPLP_sim
R1_K[1],0.968508199634769,0.107191593962225,10,JPLP_sim
R1_K[2],0.222080701522933,0.100008733347516,10,JPLP_sim
R1_K[3],0.165577195183933,0.0464618408842182,10,JPLP_sim
mu0_true,0.499737353289303,0.172300208882531,10,JPLP_sim
sigma0,0.301784452022065,0.132498181966098,10,JPLP_sim
beta,1.21901144156465,0.0898253781413024,10,JPLP_sim
kappa,0.73620715197372,0.0601119355329783,10,JPLP_sim
R1_K[1],0.964145374293112,0.0904724879967853,10,JPLP_sim
R1_K[2],0.429987989040196,0.0854615045841755,10,JPLP_sim
R1_K[3],0.182520693755776,0.0549708548121291,10,JPLP_sim
mu0_true,0.218323505323499,0.194237635244569,10,JPLP_sim
sigma0,0.427505162329059,0.159191434677395,10,JPLP_sim
beta,1.27588349865925,0.103045734285989,10,JPLP_sim
kappa,0.687787946612781,0.0657373164480079,10,JPLP_sim
R1_K[1],0.855971369484075,0.086551006334776,10,JPLP_sim
R1_K[2],0.153374373596254,0.0851225619223895,10,JPLP_sim
R1_K[3],0.0971038310642047,0.0502917405305766,10,JPLP_sim
mu0_true,0.612184444887087,0.222796361933029,10,JPLP_sim
sigma0,0.558897941952834,0.171716164656143,10,JPLP_sim
beta,1.18393299632617,0.0748735414421172,10,JPLP_sim
kappa,0.891216450477863,0.050833131337122,10,JPLP_sim
R1_K[1],1.03623503162331,0.0836554122270475,10,JPLP_sim
R1_K[2],0.381524334903694,0.0763236537864788,10,JPLP_sim
R1_K[3],0.125957546632242,0.0480397432050181,10,JPLP_sim
mu0_true,0.152805897736863,0.239312097129298,10,JPLP_sim
sigma0,0.539920982135194,0.172970226099033,10,JPLP_sim
beta,1.14814944629612,0.0764241069721366,10,JPLP_sim
kappa,0.841201453845765,0.05934206668667,10,JPLP_sim
